file_names,original_script,remarks,spoken_text,fluency
8ad067d2-4a53-d027-41c2-97115c0390eb_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,எனது பள்ளி எனது வீட்டுக்குள் வீட்டுக்கு அருகில இருப்பதால் பள்ளிக்கு நடந்து நடந்தே வருகிறேன் ,3
8ad067d2-4a53-d027-41c2-97115c0390eb_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,வருகிறேன் என் பள்ளி மிகப்பெ மிக்பெரி மிகப்பெரியது மற்றும் அலகானது ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_16.wav,என் தோழி பிரியா அழுகிறாள்.,,என் தோளி ப்ரியா அலுகிறாள்,4
8ad067d2-4a53-d027-41c2-97115c0390eb_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,,அவளது பணப்பை தொலைந்தா தொலைந்தால் அவள் சோகமாக இருந்தாள் நான் அவள் ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_18.wav,நான் அவளிடம் பரிவுகொண்டு.,,இருந்தாள் நான் அவள் அவளிடம் பரிவுகொண்டு ,2
8ad067d2-4a53-d027-41c2-97115c0390eb_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,,ப்ரியாவை பள்ளி உணவத்திற்க்கு அலைத்து வந்தேன்,3
8ad067d2-4a53-d027-41c2-97115c0390eb_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",,நான் அவளுக்கு ஓர் கிண்ணம் சு சூப்பும் ஒரு பால் பாக் பகடியும் வாங்கி வாங்கி கொடுத்தேன் பிரியா என்னை கட்டிபிடித்து ,3
8ad067d2-4a53-d027-41c2-97115c0390eb_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,வாங்கி கொடுத்தேன் பிரியா என்னை கட்டிபிடித்து  நன்றி கூறினாள் ,4
8ad067d2-4a53-d027-41c2-97115c0390eb_22.wav,என் தோழியை மகிழ்ச்சியாகப் பார்க்க விரும்புகிறேன்.,,நன்றி சொன்னாள் என் தோளி என் தோளி ம மகிள்ச்சியாக பார்க்க விரும்பி விரும்பிகிறேன்,2
8ad067d2-4a53-d027-41c2-97115c0390eb_23.wav,நண்பர்களுக்கு உதவி தேவைப்பட்டால் உடனே உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறியிருக்கிறார்கள்.,,நண்பர்க்களுக்கு உதவி தேவைப்பட்டால் உடனே உதவி உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறிகிறார்கள் ,3
8ad067d2-4a53-d027-41c2-97115c0390eb_24.wav,பிரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்கிறேன்.,,ப்ரியாவை ப்ரியாவுக்கு உதவி செய்ததுக்கு நான் பெருமிதம் கொள்கிறேன் ,2
ab50fc98-7dd9-2f3a-5905-7579e9772450_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,கு கு குலகரயில் ஒரு பெரி மரம் இருக்கிறது ,3
ab50fc98-7dd9-2f3a-5905-7579e9772450_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அந்த மரக்கலை ஒரு கூடு இரு ,3
ab50fc98-7dd9-2f3a-5905-7579e9772450_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,அந்த க ட்டு டில் ஒரு பறவை இருக்கிறது,3
ab50fc98-7dd9-2f3a-5905-7579e9772450_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,குல சில் செல் ஒரு கல் மரத்து ,2
ab50fc98-7dd9-2f3a-5905-7579e9772450_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,தாவ துவள ஒரு பம் இரு இலு மித்து தில்லி <UNC> ,1
ab50fc98-7dd9-2f3a-5905-7579e9772450_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,புணுகாவில் தல் ஒறு ,1
ab50fc98-7dd9-2f3a-5905-7579e9772450_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,வாத்து நிந்திகு கொண்டு நிந்தக்க <UNC> அவ அந்த ,1
ab50fc98-7dd9-2f3a-5905-7579e9772450_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,வாத் தம் தா <UNC> கலா மித்தித்து மிருக ,1
af23c081-77ae-cb19-95c5-7a1441607e7d_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,கரை மரம் ,1
af23c081-77ae-cb19-95c5-7a1441607e7d_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,அத்தில் <UNC> ,1
af23c081-77ae-cb19-95c5-7a1441607e7d_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,<UNC> பறவை <UNC> ,1
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குலக்கரையில் ஒரு பெரிய மரம் இருக்கிறது இந்து மேர் ,4
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,இந்துக்கு ஒரு பறவை ,4
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,வாரிகிது வார்க்குத்து குலத்திலே ,3
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_3.wav,குளத்தில் சில தாமரை இலைகள் மிதக்கின்றன.,,சிலே சில தா தமரே இலைக்கல் மிரக்கி மிரக்கின் ,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தாமரே <UNC> இலையின் மீதி லி குதித்து அமிர் அமிர்ந்தது ,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_5.wav,அந்தத் தவளையும் பறவையும் ஏதோ பேசுகின்றன.,,அந்த த்வலேயும் பரவேயும் எருது எருதோ பே கி றன் ,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_6.wav,பூங்காவின் ஓரத்தில் இருந்த குளத்தில்,,பங்கவின் ஓரத்தில் இருந்து குல,4
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து நீந்துக்க கொண்டு ,3
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,ருந்தார் அந்த வாத்தெ வாத்து பார்த்த கலா மிது முத்து முருகன் அகிய மு முவரும் குல ,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_9.wav,"குளத்தைச் சுற்றி நின்று,",,குலந்த கூறி நீன்று ,4
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஒ ஓ வாத்து பாடலை படுகிறா படுகிறார்கள் ,3
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_11.wav,என் பெயர் தமிழரசன்.,,என் பெரு தமி தமிலிலரசன் ,3
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_12.wav,எனக்கு ஏழு வயது.,,என் என் என்க்கு ஏரு ஏரு வயது ,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,நான் ரியா நா ரியா தா தாடக்க பள்ளியில் தொ தொடக்க நிலை இன்று மாணவர்,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,னது பள்ளி அந்த விடு வீட்ட்டுக்கு அருகில் இருப்பத்தால் பள்ளியுக்கு நா நரந்து வருகிறான்,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என் பள்ளி மிகப்பாரியது மரி மரரும் ஆழக்கானது,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_16.wav,என் தோழி பிரியா அழுகிறாள்.,,என் தேரி பரி ப்ரியா அழுகி அருகிறாள்,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,,அவளது பண்பப்பய் தேலைந்தால் அவள் சேகமாக இரு ,3
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_18.wav,நான் அவளிடம் பரிவுகொண்டு.,,இருக்கிறாள் நான் அவளுடைய பிரிவு பிரிவுக கொண்டு ,3
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,,ப்ரியா ப்ரியாவ பள்ளி உணவகத்துற்கு அழைத்து வந்தது,3
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",,நான் அவளு<UNC> ஒரு கீனம் குப்பியம் ஒரு பால் வாங்கிக்க கொட்டுதேன் ப்ரியா,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,என்ன கூட்டி கூட்டிப்பிடித்தது நா நான் ரி சென்னாள்,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_22.wav,என் தோழியை மகிழ்ச்சியாகப் பார்க்க விரும்புகிறேன்.,,தாரியே மிக <UNC> பார்க்க விரும்புகுறேன் ,2
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_23.wav,நண்பர்களுக்கு உதவி தேவைப்பட்டால் உடனே உதவ வேண்டும் என்று என் பெற்றோர்கள் என்னிடம் கூறியிருக்கிறார்கள்.,,நான் நண்பர்களு உதவி தேவப் உத என்று என் பெரிய ற் கள் என்னிடம் கூறிய ருக்கு றார்கள் ,1
ce0f8cc4-3352-9069-5cba-2369b5ccd4db_24.wav,பிரியாவுக்கு உதவி செய்ததில் நான் பெருமிதம் கொள்கிறேன்.,,ப்ரியா ப்ரியாவுக்கு உதவி செய்து செய்யத்தில் நான் பருமிதம் <UNC>ரென் ,2
e7b517b1-6deb-8fa3-a452-7c75d88af7a7_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒரு வாத்து oru வாத்து தண்ணிக்குள்ள நீந்தித்து,3
e7b517b1-6deb-8fa3-a452-7c75d88af7a7_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,காலா முத்து முருகன் வாத்தெ பார்த்தார்கள் ,4
e7b517b1-6deb-8fa3-a452-7c75d88af7a7_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,ஓ வாத்து அவங்க பாடினார்கள் ,4
e7b517b1-6deb-8fa3-a452-7c75d88af7a7_12.wav,எனக்கு ஏழு வயது.,,வணக்கம் நான் ஏழு ஏழு வயசு ,3
e7b517b1-6deb-8fa3-a452-7c75d88af7a7_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,என்னோட பள்ளி என்னோட வீட்டுக்குக்கிட்ட இருக்கு நா நடந்து வரு,4
e7b517b1-6deb-8fa3-a452-7c75d88af7a7_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,என்னோட பள்ளி பெருசாவும் அலகாவும் இருக்கும்,4
e7b517b1-6deb-8fa3-a452-7c75d88af7a7_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,"contains two different sentence : ""||"" used to break the two sentences",அவள் அளுந்தால் என்னால் அவளோட <ENGLISH> ||  நான் ப்ரியாவை  <ENGLISH> பள்ளி கேன்டீன்க்கு,3
e7b517b1-6deb-8fa3-a452-7c75d88af7a7_21.wav,பிரியா என்னைக் கட்டிப்பிடித்து நன்றி சொன்னாள்.,,ப்ரியா ஒரு கட்டிப்புடித்தால் ,4
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_0.wav,குளக்கரையில் ஒரு பெரிய மரம் இருக்கிறது.,,குல் பெரிய உன் புரிய மரம் இக் அந்து ,1
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_1.wav,அந்த மரக்கிளையில் ஒரு கூடு இருக்கிறது.,,லகில் இந்து ,1
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_2.wav,அந்தக்கூட்டில் ஒரு பறவை வாழ்கிறது.,,உன் வருக்கி ,1
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_4.wav,ஒரு தவளை ஒரு தாமரை இலையின் மீது துள்ளிக்குதித்து அமர்ந்தது.,,ஒரு தாமரே இல்லையில் இது ,2
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_7.wav,ஒரு வாத்து நீந்திக்கொண்டிருந்தது.,,ஒன்னு வா வாத்து கொண்டி அந்தி ,1
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_8.wav,"அந்த வாத்தைப் பார்த்த கலா, முத்து, முருகன் ஆகிய மூவரும்.",,வா கலா முத் ருகன் அகு ஆகிய ,1
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_9.wav,"குளத்தைச் சுற்றி நின்று,",,குளத்த சுரி சுரியா நன்று ,2
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_10.wav,"'ஓ, வாத்து!' பாடலைப் பாடுகிறார்கள்.",,வத்து ஓ வத்து பா பாடி னார்கள் ,1
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_11.wav,என் பெயர் தமிழரசன்.,,என் பியர் தம் தமிழிரின் ,3
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_12.wav,எனக்கு ஏழு வயது.,,என் <UNC> எது வய வயது நான் ரி ,3
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_13.wav,நான் ரியா தொடக்கப் பள்ளியில் தொடக்கநிலை ஒன்று மாணவர்.,,ரியா தொடுக் தொடுக் பள்ளியில் தொ ஒன்று மாணவர் ,2
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_14.wav,"எனது பள்ளி எனது வீட்டுக்கு அருகில் இருப்பதால், பள்ளிக்கு நடந்தே வருகிறேன்.",,பள்ளி <UNC> பட்டால் பள்ளிக்கு நாந்தே வருக் வருகி என் ,2
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_15.wav,என் பள்ளி மிகப்பெரியது மற்றும் அழகானது.,,பள்ளி மக பெரி மரு அரகானது,2
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_16.wav,என் தோழி பிரியா அழுகிறாள்.,,என்  தொ தொலி பிரியா அரி கிறாள் ,2
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_17.wav,அவளது பணப்பை தொலைந்ததால் அவள் சோகமாக இருக்கிறாள்.,,அவள்தி சோகமா இ இலிக்கிறான் நான் அவிலி,2
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_18.wav,நான் அவளிடம் பரிவுகொண்டு.,,பிரி பரி ,1
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_19.wav,பிரியாவை பள்ளி உணவகத்திற்கு அழைத்து வந்தேன்.,,பிரியா பள்ளி ,1
f8b6c2ee-a065-c6c1-0f0c-323f7366690d_20.wav,"நான் அவளுக்கு ஒரு கிண்ணம் சூப்பும்,  ஒரு பால் பாக்கெட்டும் வாங்கிக் கொடுத்தேன்.",,நான் ஒரு கிண்ணம் சுப்பும் பால் ,2
